episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
840,1.0,3.0500004079832586,0.6832300097446026,0.015668899031534046,-15.0,0.6,2,5.001,False,True,0.7922571641401928,0,17.671677230923088,1597008879.5241423,in_progress
840,2.0,3.0576237991353494,0.6810405451098176,-0.8113036313450533,-15.0,1.2,3,5.001,False,True,0.8353917676734666,0,17.671677230923088,1597008879.6301913,in_progress
840,3.0,3.0959369630605513,0.6682176642330868,-5.186531884164997,-30.0,0.6,0,5.001,False,True,1.0521712882517509,0,17.671677230923088,1597008879.725752,in_progress
840,4.0,3.144599174569323,0.6472874517517846,-10.752246902475159,30.0,0.6,8,5.001,False,True,1.327497308642511,1,17.671677230923088,1597008879.832481,in_progress
840,5.0,3.2034659217574446,0.6189300996522418,-16.19173919597801,0.0,0.6,4,5.001,False,True,1.6605534449890742,1,17.671677230923088,1597008879.926812,in_progress
840,6.0,3.2578676211779936,0.5919784528429742,-19.676937819057965,0.0,0.6,4,5.001,False,True,1.9683457375512248,1,17.671677230923088,1597008880.0310283,in_progress
840,7.0,3.315142625341611,0.5621012055208701,-22.570888146594715,-15.0,0.6,2,5.001,False,True,2.2923914880784726,1,17.671677230923088,1597008880.1261525,in_progress
840,8.0,3.367029995131078,0.5317487113572287,-25.25337490304633,-15.0,0.6,2,5.001,False,True,2.5859488822118,1,17.671677230923088,1597008880.2311785,in_progress
840,9.0,3.4288457620259893,0.490057974350049,-28.848051215687246,30.0,0.6,8,5.001,False,True,2.9356658746422393,2,17.671677230923088,1597008880.3257904,in_progress
840,10.0,3.4765708482361357,0.45790676987439627,-30.54294161964608,30.0,1.2,9,4.002000000000001,False,False,3.205666215789915,2,17.671677230923088,1597008880.432091,in_progress
840,11.0,3.547048898430517,0.41621804822728425,-30.38537186983167,30.0,1.2,9,4.002000000000001,False,False,3.6044010991268625,3,17.671677230923088,1597008880.5261767,in_progress
840,12.0,3.64224177452431,0.3710740876696976,-27.55553341610875,30.0,0.6,8,4.002000000000001,False,False,4.142984558903176,3,17.671677230923088,1597008880.6336923,in_progress
840,13.0,3.7539333788488363,0.33378598461193904,-22.654095147900907,30.0,0.6,8,4.002000000000001,False,False,4.7749464541373445,3,17.671677230923088,1597008880.7261195,in_progress
840,14.0,3.82606775874562,0.31915562002682174,-18.089140396607387,30.0,1.2,9,4.002000000000001,False,False,5.183108870499967,3,17.671677230923088,1597008880.8340647,in_progress
840,15.0,3.932863121283023,0.3137416237511149,-9.616198826326036,-15.0,0.6,2,4.002000000000001,False,False,5.787428532769173,4,17.671677230923088,1597008880.9279358,in_progress
840,16.0,4.017761269489319,0.3182652245643286,-3.631495931604019,30.0,0.6,8,4.002000000000001,False,False,6.267856954475165,4,17.671677230923088,1597008881.0348065,in_progress
840,17.0,4.100628225366533,0.331060063964481,2.1539513541858497,0.0,0.6,4,4.002000000000001,False,False,6.736808054989804,4,17.671677230923088,1597008881.129148,in_progress
840,18.0,4.16241715177672,0.34520212010289536,6.0738581685004105,15.0,0.6,6,4.002000000000001,False,False,7.086486116492645,4,17.671677230923088,1597008881.2353418,in_progress
840,19.0,4.227177443424173,0.36473657114893565,10.163776286779623,-30.0,1.2,1,4.002000000000001,False,False,7.452989365775421,4,17.671677230923088,1597008881.329839,in_progress
840,20.0,4.29938132210378,0.38698289214720116,13.014803443064487,0.0,0.6,4,4.002000000000001,False,False,7.8616196637674784,4,17.671677230923088,1597008881.4363897,in_progress
840,21.0,4.381287459995171,0.41148185735562415,14.687289832713077,15.0,0.6,6,4.002000000000001,False,False,8.325157392479884,5,17.671677230923088,1597008881.5308282,in_progress
840,22.0,4.439334349436551,0.43246074713558874,16.588945946653286,15.0,1.2,7,4.002000000000001,False,False,8.653673951030134,5,17.671677230923088,1597008881.6378953,in_progress
840,23.0,4.5290854577729,0.47190862927424243,20.32942027130025,15.0,0.6,6,4.002000000000001,False,False,9.16163482201596,6,17.671677230923088,1597008881.730201,in_progress
840,24.0,4.60504833141443,0.5140466858019894,24.62411588322081,-30.0,0.6,0,5.001,False,True,9.59157665795772,6,17.671677230923088,1597008881.8369832,in_progress
840,25.0,4.672797938530471,0.5526426406956764,26.757346790760906,0.0,0.6,4,5.001,False,True,9.97503432475664,6,17.671677230923088,1597008881.9295995,in_progress
840,26.0,4.726496784104134,0.5806797555825253,26.96534249576711,-30.0,1.2,1,5.001,False,True,10.278960573327167,6,17.671677230923088,1597008882.036043,in_progress
840,27.0,4.801913707026106,0.616853755399456,26.30053999755122,-30.0,0.6,0,5.001,False,True,10.70580093292105,6,17.671677230923088,1597008882.1297872,in_progress
840,28.0,4.874717427520346,0.6430007932424402,22.677698840420835,-15.0,0.6,2,5.001,False,True,11.11783349041828,6,17.671677230923088,1597008882.2358956,in_progress
